student_id,school,major,year,age,gender,seed_keywords
UIUC_ENG_000234,UIUC,Computer Engineering,2,19,F,"['IoT', 'hardware', 'embedded', 'computer vision']"
UIUC_ENG_000235,UIUC,Electrical Engineering,2,19,M,"['circuits', 'control', 'power', 'communications']"
UIUC_ENG_000236,UIUC,Industrial Engineering,4,21,F,"['operations', 'analytics', 'simulation', 'optimization']"
UIUC_ENG_000237,UIUC,Computer Science,2,19,M,"['NLP', 'AI', 'data', 'systems']"
UIUC_ENG_000238,UIUC,Mechanical Engineering,4,21,M,"['dynamics', 'thermodynamics', 'robotics', 'manufacturing']"
UIUC_ENG_000239,UIUC,Electrical Engineering,4,21,M,"['power', 'embedded', 'signals', 'circuits']"
UIUC_ENG_000240,UIUC,"Nuclear, Plasma, Radiological Engr",3,21,M,"['experiments', 'programming', 'team projects', 'data analysis']"
UIUC_ENG_000241,UIUC,Computer Science,3,20,M,"['systems', 'AI', 'machine learning', 'data']"
UIUC_ENG_000242,UIUC,Aerospace Engineering,1,18,M,"['modeling', 'design', 'team projects', 'experiments']"
UIUC_ENG_000243,UIUC,Bioengineering,4,21,F,"['data', 'biomaterials', 'devices', 'biomechanics']"
UIUC_ENG_000244,UIUC,Mechanical Engineering,2,20,M,"['manufacturing', 'dynamics', 'thermodynamics', 'materials']"
UIUC_ENG_000245,UIUC,Computer Engineering,4,21,M,"['hardware', 'systems', 'architecture', 'IoT']"
UIUC_ENG_000246,UIUC,Computer Engineering,4,21,F,"['hardware', 'IoT', 'embedded', 'architecture']"
UIUC_ENG_000247,UIUC,Computer Science,2,19,F,"['AI', 'machine learning', 'NLP', 'data']"
UIUC_ENG_000248,UIUC,Electrical Engineering,4,22,F,"['embedded', 'power', 'control', 'circuits']"
UIUC_ENG_000249,UIUC,Civil Engineering,3,20,F,"['structures', 'geotech', 'risk', 'sustainability']"
UIUC_ENG_000250,UIUC,Aerospace Engineering,3,20,F,"['modeling', 'programming', 'design', 'team projects']"
UIUC_ENG_000251,UIUC,Aerospace Engineering,2,19,M,"['team projects', 'data analysis', 'modeling', 'programming']"
UIUC_ENG_000252,UIUC,Aerospace Engineering,4,22,M,"['programming', 'team projects', 'experiments', 'design']"
UIUC_ENG_000253,UIUC,Computer Engineering,2,19,M,"['systems', 'IoT', 'computer vision', 'embedded']"
UIUC_ENG_000254,UIUC,Mechanical Engineering,4,21,F,"['materials', 'robotics', 'manufacturing', 'controls']"
UIUC_ENG_000255,UIUC,Civil Engineering,3,20,M,"['water', 'geotech', 'risk', 'sustainability']"
UIUC_ENG_000256,UIUC,Bioengineering,4,21,M,"['biomaterials', 'devices', 'modeling', 'data']"
UIUC_ENG_000257,UIUC,Aerospace Engineering,4,22,F,"['experiments', 'modeling', 'design', 'team projects']"
UIUC_ENG_000258,UIUC,Mechanical Engineering,4,21,F,"['thermodynamics', 'manufacturing', 'materials', 'controls']"
UIUC_ENG_000259,UIUC,Aerospace Engineering,3,20,M,"['experiments', 'data analysis', 'design', 'modeling']"
UIUC_ENG_000260,UIUC,Computer Science,3,21,F,"['machine learning', 'data', 'NLP', 'systems']"
UIUC_ENG_000261,UIUC,Physics,3,20,F,"['programming', 'modeling', 'team projects', 'design']"
UIUC_ENG_000262,UIUC,Computer Engineering,3,21,M,"['architecture', 'IoT', 'systems', 'hardware']"
UIUC_ENG_000263,UIUC,Aerospace Engineering,4,21,F,"['modeling', 'programming', 'experiments', 'team projects']"
UIUC_ENG_000264,UIUC,Aerospace Engineering,2,20,M,"['experiments', 'data analysis', 'programming', 'design']"
UIUC_ENG_000265,UIUC,Engineering Undeclared,3,20,M,"['experiments', 'modeling', 'programming', 'data analysis']"
UIUC_ENG_000266,UIUC,Industrial Engineering,4,22,M,"['optimization', 'quality', 'analytics', 'operations']"
UIUC_ENG_000267,UIUC,Systems Engineering & Design,3,20,M,"['modeling', 'team projects', 'programming', 'data analysis']"
UIUC_ENG_000268,UIUC,Computer Science & Physics,4,21,NB,"['design', 'modeling', 'experiments', 'data analysis']"
UIUC_ENG_000269,UIUC,Materials Science & Engr,2,20,M,"['processing', 'nanomaterials', 'manufacturing', 'polymers']"
UIUC_ENG_000270,UIUC,Systems Engineering & Design,1,18,Unknown,"['team projects', 'modeling', 'programming', 'design']"
UIUC_ENG_000271,UIUC,Systems Engineering & Design,4,22,M,"['programming', 'team projects', 'data analysis', 'experiments']"
UIUC_ENG_000272,UIUC,"Nuclear, Plasma, Radiological Engr",3,20,F,"['programming', 'team projects', 'modeling', 'experiments']"
UIUC_ENG_000273,UIUC,Computer Science,4,21,F,"['NLP', 'systems', 'data', 'machine learning']"
UIUC_ENG_000274,UIUC,Aerospace Engineering,3,21,F,"['data analysis', 'programming', 'team projects', 'design']"
UIUC_ENG_000275,UIUC,Computer Science,2,19,M,"['systems', 'AI', 'machine learning', 'NLP']"
UIUC_ENG_000276,UIUC,Systems Engineering & Design,3,21,F,"['data analysis', 'modeling', 'programming', 'team projects']"
UIUC_ENG_000277,UIUC,Physics,3,20,M,"['experiments', 'modeling', 'design', 'data analysis']"
UIUC_ENG_000278,UIUC,Computer Engineering,4,21,M,"['systems', 'embedded', 'IoT', 'computer vision']"
UIUC_ENG_000279,UIUC,Engineering Undeclared,2,20,M,"['programming', 'experiments', 'modeling', 'data analysis']"
UIUC_ENG_000280,UIUC,Materials Science & Engr,3,20,M,"['nanomaterials', 'manufacturing', 'metals', 'characterization']"
UIUC_ENG_000281,UIUC,Electrical Engineering,4,22,F,"['signals', 'circuits', 'embedded', 'power']"
UIUC_ENG_000282,UIUC,Agricultural & Biological Engr,3,20,F,"['experiments', 'design', 'programming', 'data analysis']"
UIUC_ENG_000283,UIUC,Mechanical Engineering,4,21,M,"['controls', 'thermodynamics', 'dynamics', 'manufacturing']"
UIUC_ENG_000284,UIUC,Civil Engineering,2,19,M,"['geotech', 'risk', 'water', 'transportation']"
UIUC_ENG_000285,UIUC,Engineering Undeclared,4,21,M,"['experiments', 'programming', 'modeling', 'design']"
UIUC_ENG_000286,UIUC,Computer Engineering,2,19,M,"['IoT', 'embedded', 'computer vision', 'architecture']"
UIUC_ENG_000287,UIUC,Civil Engineering,4,21,M,"['geotech', 'transportation', 'water', 'structures']"
UIUC_ENG_000288,UIUC,"Nuclear, Plasma, Radiological Engr",2,19,M,"['programming', 'experiments', 'design', 'modeling']"
UIUC_ENG_000289,UIUC,Engineering Mechanics,1,18,F,"['team projects', 'programming', 'modeling', 'design']"
UIUC_ENG_000290,UIUC,Computer Science,3,20,M,"['systems', 'AI', 'machine learning', 'algorithms']"
UIUC_ENG_000291,UIUC,Physics,2,20,M,"['programming', 'data analysis', 'modeling', 'design']"
UIUC_ENG_000292,UIUC,Mechanical Engineering,4,22,M,"['dynamics', 'thermodynamics', 'controls', 'robotics']"
UIUC_ENG_000293,UIUC,Aerospace Engineering,2,19,F,"['design', 'modeling', 'data analysis', 'experiments']"
UIUC_ENG_000294,UIUC,Bioengineering,4,21,M,"['data', 'imaging', 'devices', 'modeling']"
UIUC_ENG_000295,UIUC,Aerospace Engineering,3,20,F,"['data analysis', 'team projects', 'programming', 'experiments']"
UIUC_ENG_000296,UIUC,Physics,2,19,M,"['modeling', 'programming', 'experiments', 'data analysis']"
UIUC_ENG_000297,UIUC,"Nuclear, Plasma, Radiological Engr",3,20,F,"['design', 'programming', 'data analysis', 'experiments']"
UIUC_ENG_000298,UIUC,Computer Science,2,20,M,"['AI', 'NLP', 'systems', 'data']"
UIUC_ENG_000299,UIUC,Aerospace Engineering,4,22,F,"['modeling', 'design', 'programming', 'data analysis']"
UIUC_ENG_000300,UIUC,Computer Engineering,2,19,F,"['IoT', 'computer vision', 'systems', 'hardware']"
UIUC_ENG_000301,UIUC,Materials Science & Engr,4,21,F,"['processing', 'characterization', 'manufacturing', 'nanomaterials']"
UIUC_ENG_000302,UIUC,Electrical Engineering,1,18,M,"['control', 'power', 'embedded', 'signals']"
UIUC_ENG_000303,UIUC,Electrical Engineering,2,20,M,"['circuits', 'power', 'communications', 'signals']"
UIUC_ENG_000304,UIUC,Bioengineering,2,19,M,"['devices', 'imaging', 'biomaterials', 'biomechanics']"
UIUC_ENG_000305,UIUC,Computer Science,4,22,M,"['data', 'systems', 'algorithms', 'machine learning']"
UIUC_ENG_000306,UIUC,Mechanical Engineering,3,20,M,"['dynamics', 'thermodynamics', 'manufacturing', 'materials']"
UIUC_ENG_000307,UIUC,Physics,4,22,M,"['modeling', 'programming', 'team projects', 'data analysis']"
UIUC_ENG_000308,UIUC,Materials Science & Engr,3,20,F,"['processing', 'polymers', 'nanomaterials', 'characterization']"
UIUC_ENG_000309,UIUC,Engineering Physics,1,18,M,"['data analysis', 'design', 'experiments', 'programming']"
UIUC_ENG_000310,UIUC,Electrical Engineering,4,21,M,"['control', 'signals', 'circuits', 'power']"
UIUC_ENG_000311,UIUC,Materials Science & Engr,4,21,M,"['characterization', 'nanomaterials', 'polymers', 'processing']"
UIUC_ENG_000312,UIUC,Engineering Mechanics,4,21,M,"['design', 'experiments', 'data analysis', 'modeling']"
UIUC_ENG_000313,UIUC,Engineering Undeclared,3,20,F,"['team projects', 'experiments', 'programming', 'design']"
UIUC_ENG_000314,UIUC,"Nuclear, Plasma, Radiological Engr",4,21,M,"['design', 'modeling', 'data analysis', 'experiments']"
UIUC_ENG_000315,UIUC,Materials Science & Engr,2,19,M,"['processing', 'polymers', 'metals', 'manufacturing']"
UIUC_ENG_000316,UIUC,Computer Engineering,4,22,M,"['computer vision', 'systems', 'embedded', 'hardware']"
UIUC_ENG_000317,UIUC,Computer Engineering,2,19,M,"['architecture', 'computer vision', 'embedded', 'IoT']"
UIUC_ENG_000318,UIUC,Physics,4,21,F,"['data analysis', 'experiments', 'modeling', 'design']"
UIUC_ENG_000319,UIUC,Physics,2,19,M,"['programming', 'design', 'data analysis', 'modeling']"
UIUC_ENG_000320,UIUC,Bioengineering,4,22,M,"['biomaterials', 'data', 'imaging', 'devices']"
UIUC_ENG_000321,UIUC,Mechanical Engineering,4,22,M,"['controls', 'dynamics', 'manufacturing', 'robotics']"
UIUC_ENG_000322,UIUC,Mechanical Engineering,4,22,F,"['manufacturing', 'materials', 'thermodynamics', 'controls']"
UIUC_ENG_000323,UIUC,Computer Science,3,20,F,"['AI', 'machine learning', 'systems', 'NLP']"
UIUC_ENG_000324,UIUC,Electrical Engineering,3,20,M,"['communications', 'embedded', 'signals', 'circuits']"
UIUC_ENG_000325,UIUC,Civil Engineering,4,22,F,"['water', 'geotech', 'sustainability', 'risk']"
UIUC_ENG_000326,UIUC,Computer Engineering,4,22,F,"['embedded', 'computer vision', 'IoT', 'architecture']"
UIUC_ENG_000327,UIUC,Aerospace Engineering,4,21,F,"['experiments', 'programming', 'data analysis', 'design']"
UIUC_ENG_000328,UIUC,Computer Science,2,19,M,"['systems', 'AI', 'machine learning', 'data']"
UIUC_ENG_000329,UIUC,Physics,3,21,M,"['data analysis', 'design', 'team projects', 'modeling']"
UIUC_ENG_000330,UIUC,Materials Science & Engr,3,21,M,"['characterization', 'processing', 'manufacturing', 'metals']"
UIUC_ENG_000331,UIUC,Computer Engineering,4,22,M,"['embedded', 'computer vision', 'IoT', 'hardware']"
UIUC_ENG_000332,UIUC,Computer Science,2,19,F,"['AI', 'data', 'machine learning', 'algorithms']"
UIUC_ENG_000333,UIUC,Aerospace Engineering,3,20,F,"['programming', 'data analysis', 'modeling', 'team projects']"
UIUC_ENG_000334,UIUC,Mechanical Engineering,4,22,F,"['dynamics', 'materials', 'manufacturing', 'thermodynamics']"
UIUC_ENG_000335,UIUC,Computer Science,3,20,M,"['NLP', 'systems', 'data', 'algorithms']"
UIUC_ENG_000336,UIUC,Mechanical Engineering,4,21,NB,"['dynamics', 'manufacturing', 'thermodynamics', 'robotics']"
UIUC_ENG_000337,UIUC,Engineering Undeclared,2,20,F,"['data analysis', 'modeling', 'experiments', 'design']"
UIUC_ENG_000338,UIUC,Electrical Engineering,3,20,F,"['power', 'embedded', 'signals', 'control']"
UIUC_ENG_000339,UIUC,Materials Science & Engr,3,20,M,"['polymers', 'nanomaterials', 'metals', 'characterization']"
UIUC_ENG_000340,UIUC,Civil Engineering,3,21,M,"['sustainability', 'risk', 'structures', 'transportation']"
UIUC_ENG_000341,UIUC,Computer Engineering,4,21,M,"['architecture', 'systems', 'embedded', 'hardware']"
UIUC_ENG_000342,UIUC,Computer Science,2,20,M,"['algorithms', 'data', 'machine learning', 'AI']"
UIUC_ENG_000343,UIUC,Electrical Engineering,3,20,F,"['circuits', 'control', 'power', 'signals']"
UIUC_ENG_000344,UIUC,Mechanical Engineering,2,19,M,"['thermodynamics', 'manufacturing', 'materials', 'dynamics']"
UIUC_ENG_000345,UIUC,Physics,4,22,F,"['team projects', 'design', 'experiments', 'modeling']"
UIUC_ENG_000346,UIUC,Materials Science & Engr,4,22,M,"['nanomaterials', 'polymers', 'characterization', 'manufacturing']"
UIUC_ENG_000347,UIUC,Civil Engineering,1,19,F,"['risk', 'structures', 'water', 'geotech']"
UIUC_ENG_000348,UIUC,Electrical Engineering,3,20,M,"['power', 'circuits', 'communications', 'embedded']"
UIUC_ENG_000349,UIUC,Electrical Engineering,3,20,NB,"['circuits', 'communications', 'signals', 'power']"
UIUC_ENG_000350,UIUC,Mechanical Engineering,4,21,M,"['materials', 'manufacturing', 'thermodynamics', 'controls']"
UIUC_ENG_000351,UIUC,Aerospace Engineering,1,18,F,"['design', 'data analysis', 'programming', 'team projects']"
UIUC_ENG_000352,UIUC,Mechanical Engineering,3,21,M,"['dynamics', 'manufacturing', 'robotics', 'thermodynamics']"
UIUC_ENG_000353,UIUC,Engineering Undeclared,4,22,F,"['data analysis', 'experiments', 'programming', 'modeling']"
UIUC_ENG_000354,UIUC,Civil Engineering,3,20,M,"['water', 'structures', 'transportation', 'sustainability']"
UIUC_ENG_000355,UIUC,Electrical Engineering,4,22,F,"['signals', 'embedded', 'communications', 'control']"
UIUC_ENG_000356,UIUC,Computer Science,3,20,M,"['machine learning', 'algorithms', 'AI', 'systems']"
UIUC_ENG_000357,UIUC,Computer Science,4,23,F,"['algorithms', 'machine learning', 'NLP', 'AI']"
UIUC_ENG_000358,UIUC,Bioengineering,1,18,F,"['biomaterials', 'devices', 'biomechanics', 'imaging']"
UIUC_ENG_000359,UIUC,"Nuclear, Plasma, Radiological Engr",1,19,NB,"['data analysis', 'modeling', 'design', 'experiments']"
UIUC_ENG_000360,UIUC,Electrical Engineering,3,21,M,"['signals', 'control', 'embedded', 'communications']"
UIUC_ENG_000361,UIUC,Computer Science,3,20,F,"['data', 'NLP', 'machine learning', 'systems']"
UIUC_ENG_000362,UIUC,Industrial Engineering,4,22,F,"['quality', 'supply chain', 'simulation', 'analytics']"
UIUC_ENG_000363,UIUC,Computer Engineering,2,19,F,"['computer vision', 'embedded', 'systems', 'IoT']"
UIUC_ENG_000364,UIUC,Computer Science,2,20,F,"['machine learning', 'algorithms', 'AI', 'data']"
UIUC_ENG_000365,UIUC,Electrical Engineering,4,21,M,"['circuits', 'control', 'communications', 'embedded']"
UIUC_ENG_000366,UIUC,Electrical Engineering,2,19,M,"['control', 'signals', 'communications', 'circuits']"
UIUC_ENG_000367,UIUC,Computer Engineering,4,22,M,"['hardware', 'computer vision', 'IoT', 'architecture']"
UIUC_ENG_000368,UIUC,Civil Engineering,4,22,M,"['structures', 'water', 'risk', 'geotech']"
UIUC_ENG_000369,UIUC,Mechanical Engineering,1,19,M,"['thermodynamics', 'robotics', 'dynamics', 'manufacturing']"
UIUC_ENG_000370,UIUC,Electrical Engineering,4,21,M,"['signals', 'embedded', 'circuits', 'communications']"
UIUC_ENG_000371,UIUC,Computer Science,4,21,M,"['AI', 'machine learning', 'NLP', 'data']"
UIUC_ENG_000372,UIUC,Electrical Engineering,4,21,M,"['signals', 'communications', 'circuits', 'power']"
UIUC_ENG_000373,UIUC,Computer Science,1,19,F,"['systems', 'data', 'algorithms', 'NLP']"
UIUC_ENG_000374,UIUC,Electrical Engineering,3,21,F,"['circuits', 'signals', 'control', 'embedded']"
UIUC_ENG_000375,UIUC,Mechanical Engineering,4,22,M,"['dynamics', 'thermodynamics', 'controls', 'materials']"
UIUC_ENG_000376,UIUC,Civil Engineering,4,21,M,"['sustainability', 'transportation', 'risk', 'water']"
UIUC_ENG_000377,UIUC,Aerospace Engineering,2,20,F,"['experiments', 'design', 'team projects', 'data analysis']"
UIUC_ENG_000378,UIUC,Physics,2,19,M,"['design', 'data analysis', 'team projects', 'programming']"
UIUC_ENG_000379,UIUC,Computer Science,4,22,F,"['data', 'systems', 'algorithms', 'AI']"
UIUC_ENG_000380,UIUC,Electrical Engineering,4,22,M,"['control', 'embedded', 'communications', 'circuits']"
UIUC_ENG_000381,UIUC,Industrial Engineering,4,21,F,"['analytics', 'operations', 'supply chain', 'optimization']"
UIUC_ENG_000382,UIUC,Electrical Engineering,4,21,M,"['embedded', 'power', 'communications', 'circuits']"
UIUC_ENG_000383,UIUC,Civil Engineering,3,21,M,"['geotech', 'risk', 'water', 'sustainability']"
UIUC_ENG_000384,UIUC,Mechanical Engineering,4,21,M,"['controls', 'thermodynamics', 'dynamics', 'robotics']"
UIUC_ENG_000385,UIUC,Electrical Engineering,2,19,M,"['control', 'embedded', 'circuits', 'communications']"
UIUC_ENG_000386,UIUC,Mechanical Engineering,1,19,M,"['manufacturing', 'robotics', 'thermodynamics', 'dynamics']"
UIUC_ENG_000387,UIUC,Electrical Engineering,1,19,M,"['power', 'circuits', 'communications', 'embedded']"
UIUC_ENG_000388,UIUC,"Nuclear, Plasma, Radiological Engr",4,21,M,"['experiments', 'team projects', 'design', 'data analysis']"
UIUC_ENG_000389,UIUC,Mechanical Engineering,2,19,F,"['dynamics', 'materials', 'controls', 'robotics']"
UIUC_ENG_000390,UIUC,Computer Engineering,3,20,M,"['architecture', 'computer vision', 'IoT', 'hardware']"
UIUC_ENG_000391,UIUC,Physics,3,20,M,"['modeling', 'team projects', 'design', 'programming']"
UIUC_ENG_000392,UIUC,Engineering Undeclared,3,20,NB,"['programming', 'experiments', 'design', 'team projects']"
UIUC_ENG_000393,UIUC,Systems Engineering & Design,3,20,M,"['design', 'experiments', 'data analysis', 'programming']"
UIUC_ENG_000394,UIUC,Computer Engineering,1,18,M,"['embedded', 'systems', 'IoT', 'architecture']"
UIUC_ENG_000395,UIUC,Mechanical Engineering,3,20,F,"['dynamics', 'manufacturing', 'robotics', 'materials']"
UIUC_ENG_000396,UIUC,Mechanical Engineering,3,20,F,"['manufacturing', 'robotics', 'controls', 'materials']"
UIUC_ENG_000397,UIUC,Electrical Engineering,4,21,F,"['circuits', 'embedded', 'power', 'communications']"
UIUC_ENG_000398,UIUC,Civil Engineering,4,21,F,"['sustainability', 'risk', 'structures', 'geotech']"
UIUC_ENG_000399,UIUC,Electrical Engineering,4,21,M,"['embedded', 'control', 'communications', 'power']"
UIUC_ENG_000400,UIUC,Civil Engineering,3,20,F,"['structures', 'water', 'geotech', 'sustainability']"
UIUC_ENG_000401,UIUC,Computer Science,2,19,M,"['systems', 'algorithms', 'data', 'AI']"
UIUC_ENG_000402,UIUC,Mechanical Engineering,3,21,M,"['manufacturing', 'controls', 'materials', 'thermodynamics']"
UIUC_ENG_000403,UIUC,Computer Science,4,22,F,"['algorithms', 'machine learning', 'AI', 'data']"
UIUC_ENG_000404,UIUC,Mechanical Engineering,2,19,M,"['robotics', 'manufacturing', 'thermodynamics', 'materials']"
UIUC_ENG_000405,UIUC,Computer Engineering,2,20,F,"['IoT', 'computer vision', 'architecture', 'systems']"
UIUC_ENG_000406,UIUC,Computer Engineering,4,22,F,"['IoT', 'embedded', 'hardware', 'architecture']"
UIUC_ENG_000407,UIUC,Bioengineering,4,21,NB,"['imaging', 'modeling', 'biomaterials', 'data']"
UIUC_ENG_000408,UIUC,Bioengineering,2,19,F,"['biomaterials', 'biomechanics', 'devices', 'data']"
UIUC_ENG_000409,UIUC,Physics,4,21,F,"['modeling', 'team projects', 'data analysis', 'experiments']"
UIUC_ENG_000410,UIUC,Aerospace Engineering,3,20,M,"['design', 'data analysis', 'programming', 'modeling']"
UIUC_ENG_000411,UIUC,Civil Engineering,3,20,F,"['transportation', 'risk', 'geotech', 'structures']"
UIUC_ENG_000412,UIUC,Computer Science,3,20,F,"['algorithms', 'machine learning', 'NLP', 'AI']"
UIUC_ENG_000413,UIUC,Computer Engineering,4,23,M,"['architecture', 'systems', 'IoT', 'embedded']"
UIUC_ENG_000414,UIUC,Electrical Engineering,2,19,M,"['communications', 'embedded', 'control', 'signals']"
UIUC_ENG_000415,UIUC,Computer Engineering,4,21,M,"['computer vision', 'hardware', 'systems', 'embedded']"
UIUC_ENG_000416,UIUC,Agricultural & Biological Engr,1,19,M,"['modeling', 'experiments', 'data analysis', 'design']"
UIUC_ENG_000417,UIUC,Engineering Mechanics,4,21,F,"['team projects', 'data analysis', 'modeling', 'design']"
UIUC_ENG_000418,UIUC,Environmental Engineering,4,21,M,"['experiments', 'modeling', 'team projects', 'programming']"
UIUC_ENG_000419,UIUC,Computer Science,4,22,F,"['algorithms', 'machine learning', 'NLP', 'AI']"
UIUC_ENG_000420,UIUC,Engineering Undeclared,4,21,F,"['experiments', 'data analysis', 'modeling', 'team projects']"
UIUC_ENG_000421,UIUC,Electrical Engineering,4,21,NB,"['embedded', 'signals', 'communications', 'power']"
UIUC_ENG_000422,UIUC,Mechanical Engineering,4,21,M,"['thermodynamics', 'dynamics', 'materials', 'robotics']"
UIUC_ENG_000423,UIUC,Systems Engineering & Design,2,19,F,"['programming', 'experiments', 'team projects', 'modeling']"
UIUC_ENG_000424,UIUC,Mechanical Engineering,4,22,M,"['dynamics', 'robotics', 'controls', 'manufacturing']"
UIUC_ENG_000425,UIUC,Electrical Engineering,3,20,F,"['communications', 'embedded', 'power', 'signals']"
UIUC_ENG_000426,UIUC,Physics,3,21,M,"['programming', 'experiments', 'data analysis', 'modeling']"
UIUC_ENG_000427,UIUC,Computer Engineering,3,20,F,"['systems', 'computer vision', 'architecture', 'IoT']"
UIUC_ENG_000428,UIUC,Neural Engineering,3,21,M,"['design', 'team projects', 'modeling', 'data analysis']"
UIUC_ENG_000429,UIUC,Environmental Engineering,4,21,F,"['team projects', 'data analysis', 'programming', 'design']"
UIUC_ENG_000430,UIUC,Electrical Engineering,3,21,F,"['signals', 'circuits', 'control', 'power']"
UIUC_ENG_000431,UIUC,Agricultural & Biological Engr,2,19,M,"['experiments', 'data analysis', 'programming', 'design']"
UIUC_ENG_000432,UIUC,Materials Science & Engr,4,22,M,"['metals', 'manufacturing', 'nanomaterials', 'polymers']"
UIUC_ENG_000433,UIUC,Civil Engineering,4,22,F,"['structures', 'transportation', 'risk', 'sustainability']"
UIUC_ENG_000434,UIUC,Mechanical Engineering,3,20,M,"['materials', 'manufacturing', 'robotics', 'controls']"
UIUC_ENG_000435,UIUC,Mechanical Engineering,4,21,M,"['dynamics', 'manufacturing', 'controls', 'robotics']"
UIUC_ENG_000436,UIUC,Computer Engineering,3,20,M,"['systems', 'embedded', 'computer vision', 'IoT']"
UIUC_ENG_000437,UIUC,Computer Engineering,3,20,M,"['computer vision', 'hardware', 'systems', 'IoT']"
UIUC_ENG_000438,UIUC,Mechanical Engineering,4,21,M,"['manufacturing', 'robotics', 'controls', 'dynamics']"
UIUC_ENG_000439,UIUC,Computer Science,4,22,M,"['algorithms', 'data', 'AI', 'machine learning']"
UIUC_ENG_000440,UIUC,Environmental Engineering,4,22,M,"['team projects', 'programming', 'data analysis', 'experiments']"
UIUC_ENG_000441,UIUC,Mechanical Engineering,3,21,F,"['robotics', 'thermodynamics', 'dynamics', 'materials']"
UIUC_ENG_000442,UIUC,Aerospace Engineering,3,20,M,"['design', 'team projects', 'modeling', 'experiments']"
UIUC_ENG_000443,UIUC,Civil Engineering,1,18,M,"['geotech', 'structures', 'risk', 'water']"
UIUC_ENG_000444,UIUC,Electrical Engineering,4,21,M,"['power', 'control', 'signals', 'embedded']"
UIUC_ENG_000445,UIUC,Computer Science,2,20,F,"['NLP', 'data', 'machine learning', 'algorithms']"
UIUC_ENG_000446,UIUC,Agricultural & Biological Engr,3,21,M,"['programming', 'data analysis', 'design', 'experiments']"
UIUC_ENG_000447,UIUC,Electrical Engineering,2,19,M,"['signals', 'embedded', 'communications', 'circuits']"
UIUC_ENG_000448,UIUC,Engineering Mechanics,4,21,NB,"['team projects', 'data analysis', 'experiments', 'modeling']"
UIUC_ENG_000449,UIUC,Materials Science & Engr,3,20,F,"['characterization', 'metals', 'polymers', 'nanomaterials']"
UIUC_ENG_000450,UIUC,Environmental Engineering,4,21,M,"['design', 'programming', 'team projects', 'data analysis']"
UIUC_ENG_000451,UIUC,Computer Science,3,21,M,"['NLP', 'AI', 'systems', 'data']"
UIUC_ENG_000452,UIUC,Mechanical Engineering,2,19,F,"['robotics', 'controls', 'dynamics', 'materials']"
UIUC_ENG_000453,UIUC,Industrial Engineering,1,18,M,"['optimization', 'operations', 'simulation', 'supply chain']"
UIUC_ENG_000454,UIUC,Mechanical Engineering,2,19,F,"['materials', 'robotics', 'controls', 'thermodynamics']"
UIUC_ENG_000455,UIUC,Industrial Engineering,4,21,M,"['optimization', 'operations', 'quality', 'simulation']"
UIUC_ENG_000456,UIUC,Bioengineering,4,21,M,"['data', 'modeling', 'biomechanics', 'imaging']"
UIUC_ENG_000457,UIUC,Physics,3,20,F,"['design', 'programming', 'data analysis', 'experiments']"
UIUC_ENG_000458,UIUC,Systems Engineering & Design,3,20,M,"['team projects', 'experiments', 'data analysis', 'programming']"
UIUC_ENG_000459,UIUC,Industrial Engineering,2,19,NB,"['supply chain', 'analytics', 'operations', 'quality']"
UIUC_ENG_000460,UIUC,Computer Engineering,4,22,F,"['architecture', 'IoT', 'embedded', 'systems']"
UIUC_ENG_000461,UIUC,Engineering Mechanics,4,23,M,"['experiments', 'design', 'team projects', 'modeling']"
UIUC_ENG_000462,UIUC,Bioengineering,4,21,F,"['biomaterials', 'imaging', 'devices', 'modeling']"
UIUC_ENG_000463,UIUC,Engineering Mechanics,1,18,F,"['experiments', 'programming', 'team projects', 'design']"
UIUC_ENG_000464,UIUC,Computer Science & Bioengineering,3,21,M,"['programming', 'modeling', 'team projects', 'design']"
UIUC_ENG_000465,UIUC,Engineering Undeclared,4,23,F,"['programming', 'experiments', 'design', 'team projects']"
UIUC_ENG_000466,UIUC,Electrical Engineering,2,20,M,"['power', 'signals', 'control', 'circuits']"
UIUC_ENG_000467,UIUC,Materials Science & Engr,4,21,M,"['metals', 'polymers', 'nanomaterials', 'characterization']"
UIUC_ENG_000468,UIUC,Mechanical Engineering,4,21,M,"['thermodynamics', 'dynamics', 'manufacturing', 'robotics']"
UIUC_ENG_000469,UIUC,Systems Engineering & Design,4,22,M,"['experiments', 'modeling', 'data analysis', 'team projects']"
UIUC_ENG_000470,UIUC,Civil Engineering,4,22,M,"['risk', 'structures', 'water', 'transportation']"
UIUC_ENG_000471,UIUC,Computer Engineering,3,20,M,"['computer vision', 'IoT', 'architecture', 'embedded']"
UIUC_ENG_000472,UIUC,Engineering Mechanics,4,21,M,"['data analysis', 'design', 'modeling', 'programming']"
UIUC_ENG_000473,UIUC,Mechanical Engineering,3,21,M,"['controls', 'thermodynamics', 'robotics', 'dynamics']"
UIUC_ENG_000474,UIUC,Electrical Engineering,4,22,M,"['control', 'signals', 'embedded', 'communications']"
UIUC_ENG_000475,UIUC,Computer Science,3,20,F,"['data', 'AI', 'machine learning', 'algorithms']"
UIUC_ENG_000476,UIUC,Computer Engineering,4,21,M,"['IoT', 'computer vision', 'systems', 'embedded']"
UIUC_ENG_000477,UIUC,Aerospace Engineering,4,22,M,"['design', 'programming', 'experiments', 'team projects']"
