Institution,Professor Name (Original),Author ID,Paper Type,Paper Title,Year,Citation Count,Semantic Scholar URL,Final Link
NU,Yonggang Huang,2253039201,Most Recent,A wireless and battery-less implant for multimodal closed-loop neuromodulation in small animals,2023,98,https://www.semanticscholar.org/paper/b20128633c467aaebef0ce48970b6c432bbc2c1f,https://doi.org/10.1038/s41551-023-01029-x
NU,Yonggang Huang,2253039201,Most Recent,"Skin-integrated systems for power efficient, programmable thermal sensations across large body areas",2023,43,https://www.semanticscholar.org/paper/b9dd4cc324fb53cb993f06a05ce8596c4a2e80a0,https://doi.org/10.1073/pnas.2217828120
NU,Yonggang Huang,2253039201,Most Recent,Programming 3D curved mesosurfaces using microlattice designs,2023,135,https://www.semanticscholar.org/paper/c6c424a445e48721fc5bb0d343724afb88941ba4,https://doi.org/10.1126/science.adf3824
NU,Yonggang Huang,2253039201,Most Recent,"Bioresorbable, wireless, and battery-free system for electrotherapy and impedance sensing at wound sites",2023,125,https://www.semanticscholar.org/paper/ddd34b708ce06a91258721a981c47ada3a13fc8b,https://doi.org/10.1126/sciadv.ade4687
UIUC,A. Jacobi,1822073,Most Cited,The European Association for Endoscopic Surgery clinical practice guideline on the pneumoperitoneum for laparoscopic surgery,2002,624,https://www.semanticscholar.org/paper/00c80dfec1ec6ca286e61f68ea26f0e27d49cace,https://doi.org/10.1007/s00464-001-9166-7
UIUC,A. Jacobi,1822073,Most Cited,Laparoscopic resection of colon Cancer: Consensus of the European Association of Endoscopic Surgery (EAES),2004,278,https://www.semanticscholar.org/paper/cddf841df6170b6b36afbf1b27ed59aca3202218,https://doi.org/10.1007/s00464-003-8253-3
UIUC,A. Jacobi,1822073,Most Cited,Inflammatory response after laparoscopic and conventional colorectal resections – results of a prospective randomized trial,2000,230,https://www.semanticscholar.org/paper/f3668a5c7c85dabfb26aefb20611ef4944b4bef6,https://doi.org/10.1007/s004230050002
UIUC,A. Jacobi,1822073,Most Cited,Adjuvant postoperative radiation therapy after curative resection of squamous cell carcinoma of the thoracic esophagus: A prospective randomized study,1995,165,https://www.semanticscholar.org/paper/f9fdd39e538cde7641d437df521e0c8e758a6754,https://doi.org/10.1007/BF00299187
UIUC,A. Jacobi,1822073,Most Cited,Prospective randomized study comparing laparoscopic and open tension-free inguinal hernia repair with Shouldice's operation.,1998,127,https://www.semanticscholar.org/paper/0568227f0f8850939fc0519b6f6460ef57ea16fe,https://doi.org/10.1016/S0002-9610(98)00004-X
UIUC,A. Jacobi,1822073,Most Cited,Quality of life following resection of oesophageal carcinoma,1996,121,https://www.semanticscholar.org/paper/1d0c5747427dff056e555551379158d6006ff0a2,https://academic.oup.com/bjs/article-pdf/83/12/1772/36819413/bjs1800831235.pdf
UIUC,A. Jacobi,1822073,Most Cited,Impact of laparoscopic colonic resection on tumour growth and spread in an experimental model,1999,97,https://www.semanticscholar.org/paper/987386827c0d2e565ced740af864f87d02e448f1,https://academic.oup.com/bjs/article-pdf/86/9/1180/37857327/bjs106.pdf
UIUC,A. Jacobi,1822073,Most Cited,Increased systemic inflammation after laparotomy vs laparoscopy in an animal model of peritonitis.,1998,90,https://www.semanticscholar.org/paper/43cc2ea8e32940199bbca3df317831c98a893fdb,https://jamanetwork.com/journals/jamasurgery/articlepdf/211532/soa7014.pdf
UIUC,A. Jacobi,1822073,Most Cited,Robotic-assisted Laparoscopic and Thoracoscopic Surgery With the da Vinci System: A 4-year Experience in a Single Institution,2008,87,https://www.semanticscholar.org/paper/5cf69c6db271ace624046ebaac09a5c50ce59a1b,https://doi.org/10.1097/SLE.0b013e31816f85e5
UIUC,A. Jacobi,1822073,Most Cited,Surgical therapy of esophageal carcinoma: the influence of surgical approach and esophageal resection on cardiopulmonary function.,1997,83,https://www.semanticscholar.org/paper/8dae6573b3668657a6e58182c0d56e90464c6a28,https://academic.oup.com/ejcts/article-pdf/11/1/32/1257925/11-1-32.pdf
UIUC,A. Jacobi,1822073,Most Recent,Rupture of the distal biceps tendon. Case report – modified aftercare,2016,0,https://www.semanticscholar.org/paper/19bc8901a397e3593eae873ef19f2bab9df93ec4,https://doi.org/10.1007/s001130050375
UIUC,A. Jacobi,1822073,Most Recent,[The staple line in sleeve gastrectomy].,2013,3,https://www.semanticscholar.org/paper/baccb2da9272947366285121c931694f62d97e3a,https://www.semanticscholar.org/paper/baccb2da9272947366285121c931694f62d97e3a
UIUC,A. Jacobi,1822073,Most Recent,[Retroperitoneoscopic adrenalectomy with dorsal approach].,2012,3,https://www.semanticscholar.org/paper/8b34ad5e8eae767118ae228cbd269703ea0c9ba3,https://www.semanticscholar.org/paper/8b34ad5e8eae767118ae228cbd269703ea0c9ba3
UIUC,A. Jacobi,1822073,Most Recent,Nissen versus Dor Fundoplication for Treatment of Gastroesophageal Reflux Disease: A Blinded Randomized Clinical Trial,2011,35,https://www.semanticscholar.org/paper/7cd47cd93f95f8d07009b7f57583c43e423645aa,https://doi.org/10.1159/000323630
UIUC,A. Jacobi,1822073,Most Recent,Laparoscopic management of spontaneous intraperitoneal perforation of urinary bladder.,2011,13,https://www.semanticscholar.org/paper/fa7800d90e7101c056d02d1d63d80a98def3e653,https://www.semanticscholar.org/paper/fa7800d90e7101c056d02d1d63d80a98def3e653
UIUC,A. Jacobi,1822073,Most Recent,Complicated course after sleeve gastrectomy for obesity.,2010,4,https://www.semanticscholar.org/paper/104b84fa96a75cbaa5cf01929b2ffc02df4ac85e,https://www.semanticscholar.org/paper/104b84fa96a75cbaa5cf01929b2ffc02df4ac85e
UIUC,A. Jacobi,1822073,Most Recent,[Quality of life after gastrectomy].,2010,1,https://www.semanticscholar.org/paper/34e8bfc3bd8e601c1bc98dc74e1a30fd4eab97bd,https://www.semanticscholar.org/paper/34e8bfc3bd8e601c1bc98dc74e1a30fd4eab97bd
UIUC,A. Jacobi,1822073,Most Recent,[Distal trachea and bronchial large lesions and suture reinforcement with Polyglicol Acid (PGA) patch. First clinical experience].,2010,5,https://www.semanticscholar.org/paper/5bbb34ab2c25e16e24d5f69422de376991dcba3d,https://www.semanticscholar.org/paper/5bbb34ab2c25e16e24d5f69422de376991dcba3d
UIUC,A. Jacobi,1822073,Most Recent,[Our experience with free hand camera].,2010,0,https://www.semanticscholar.org/paper/782d97ff57d6d75b9ca86acd2f093233e9834d7f,https://www.semanticscholar.org/paper/782d97ff57d6d75b9ca86acd2f093233e9834d7f
UIUC,A. Jacobi,1822073,Most Recent,Ductal carcinoma of the breast in the pacemaker generator's pocket.,2009,2,https://www.semanticscholar.org/paper/2e1fc0a378cfba7a29062999e7ce37c516c4689c,https://www.semanticscholar.org/paper/2e1fc0a378cfba7a29062999e7ce37c516c4689c
UIUC,A. Vakakis,2041393,Most Cited,"Past, present and future of nonlinear system identification in structural dynamics",2006,1143,https://www.semanticscholar.org/paper/9389c475580263bfb348a0f1324d6e21a934fc8d,https://hal.archives-ouvertes.fr/hal-01863233/file/kerschen2006.pdf
UIUC,A. Vakakis,2041393,Most Cited,The Method of Proper Orthogonal Decomposition for Dynamical Characterization and Order Reduction of Mechanical Systems: An Overview,2005,961,https://www.semanticscholar.org/paper/cf506429ed1f2c1557e6297b5b1fc78561ee672e,https://doi.org/10.1007/S11071-005-2803-2
UIUC,A. Vakakis,2041393,Most Cited,Nonlinear Targeted Energy Transfer in Mechanical and Structural Systems,2008,757,https://www.semanticscholar.org/paper/bd2fb1e7f6f145bd0fa6f5769fd829142a74b49c,https://doi.org/10.1007/978-1-4020-9130-8
UIUC,A. Vakakis,2041393,Most Cited,"Nonlinear normal modes, Part I: A useful framework for the structural dynamicist",2009,734,https://www.semanticscholar.org/paper/b1e2a529ae8858bd342b4f287a0e70667f66f582,https://orbi.uliege.be/bitstream/2268/17419/1/46_mssp.pdf
UIUC,A. Vakakis,2041393,Most Cited,Experimental study of non-linear energy pumping occurring at a single fast frequency,2005,271,https://www.semanticscholar.org/paper/e64ca860b12f9107f450e61596b889042d7bf30f,https://doi.org/10.1016/J.IJNONLINMEC.2004.11.001
UIUC,A. Vakakis,2041393,Most Cited,"Complicated dynamics of a linear oscillator with a light, essentially nonlinear attachment",2005,261,https://www.semanticscholar.org/paper/a878f4d866bd02efc50f047af196a7f2ec24c210,https://doi.org/10.1016/J.PHYSD.2005.03.014
UIUC,A. Vakakis,2041393,Most Cited,"Dynamics of linear discrete systems connected to local, essentially non-linear attachments",2003,251,https://www.semanticscholar.org/paper/bb2a325b62d72de3641181436add21f8e440a252,https://doi.org/10.1016/S0022-460X(02)01207-5
UIUC,A. Vakakis,2041393,Most Cited,Targeted energy transfers in vibro-impact oscillators for seismic mitigation,2007,246,https://www.semanticscholar.org/paper/7e4a41bb7d496a16276265b46dea42ed55d7578c,https://doi.org/10.1007/S11071-006-9189-7
UIUC,A. Vakakis,2041393,Most Cited,Irreversible Passive Energy Transfer in Coupled Oscillators with Essential Nonlinearity,2005,230,https://www.semanticscholar.org/paper/f2638d79470a11beb6676c6dafcbd40fe3d1d4d1,https://doi.org/10.1137/040613706
UIUC,A. Vakakis,2041393,Most Cited,Steady State Passive Nonlinear Energy Pumping in Coupled Oscillators: Theoretical and Experimental Results,2003,230,https://www.semanticscholar.org/paper/ba44f02ab8f5f0db2e81abcf8f5c8bdb9b9391e4,https://doi.org/10.1023/A:1025599211712
UIUC,A. Vakakis,2041393,Most Recent,Energy transfer and localization in a forced cyclic chain of oscillators with vibro-impact nonlinear energy sinks,2025,4,https://www.semanticscholar.org/paper/223416b3cae504d871637c8815627da564a453cd,https://doi.org/10.1007/s11071-025-10928-4
UIUC,A. Vakakis,2041393,Most Recent,"Data-driven, Wavelet-based Identification and Reduced-order Modeling of Linear Systems with Closely Spaced Modes",2025,0,https://www.semanticscholar.org/paper/4864ba339132f3a5b97aedebeab1a4c5b2110967,https://www.semanticscholar.org/paper/4864ba339132f3a5b97aedebeab1a4c5b2110967
UIUC,A. Vakakis,2041393,Most Recent,Experimental study of frictional interfaces using solitary waves in 1-D monoatomic granular crystals,2025,0,https://www.semanticscholar.org/paper/63dd5958d8a9ac25c2b0b865530130ce5b6b5459,https://doi.org/10.1121/10.0037895
UIUC,A. Vakakis,2041393,Most Recent,"Interband targeted energy transfer, wave arrest, and redirection in phononic lattices with strongly nonlinear local resonators.",2025,0,https://www.semanticscholar.org/paper/884acd253e1939295a5b7b84a79404094ebab01a,https://doi.org/10.1103/physreve.111.044213
UIUC,A. Vakakis,2041393,Most Recent,Recent advances in nonlinear vibration metamaterials,2025,4,https://www.semanticscholar.org/paper/a131a2fcf0b07cdec6c86298181b63bae4a62fde,https://doi.org/10.1016/j.ymssp.2025.113046
UIUC,A. Vakakis,2041393,Most Recent,Low-Frequency Sub-Bragg Phenomena in Multilayered Vibroacoustic Metamaterials,2025,0,https://www.semanticscholar.org/paper/a17b566a12bf72888f3e9cf5597628bcf606ea17,https://doi.org/10.1016/j.wavemoti.2025.103601
UIUC,A. Vakakis,2041393,Most Recent,Stabilizing dynamic subsea power cables using Bi-stable nonlinear energy sinks,2025,0,https://www.semanticscholar.org/paper/a928dc8c895d35891b1cbd7f19a2031b4a795715,https://doi.org/10.1016/j.oceaneng.2025.121613
UIUC,A. Vakakis,2041393,Most Recent,Bandwidth of Linear Classically Damped Systems with Application to Experimental Model Aircraft,2025,0,https://www.semanticscholar.org/paper/e656e9cfd3ab1cc232644a974d4a2ee69fe54f14,https://www.semanticscholar.org/paper/e656e9cfd3ab1cc232644a974d4a2ee69fe54f14
UIUC,A. Vakakis,2041393,Most Recent,Understanding Modal Interactions in Non-classically Damped Linear Oscillators with Closely Spaced Modes,2025,0,https://www.semanticscholar.org/paper/fca62e52f2c3802e1d583713cd6213a8f4f46454,https://www.semanticscholar.org/paper/fca62e52f2c3802e1d583713cd6213a8f4f46454
UIUC,A. Vakakis,2041393,Most Recent,Data-Driven Method for Nonlinear Modal Interaction Identification in Fighter Aircraft,2024,2,https://www.semanticscholar.org/paper/142595e8e2b194cfcb17088ed6d93d4366f16984,https://doi.org/10.2514/1.j064260
UIUC,Amy Wagoner Johnson,8682370,Most Cited,A review of the mechanical behavior of CaP and CaP/polymer composites for applications in bone replacement and repair.,2011,597,https://www.semanticscholar.org/paper/ac8dfbacff77d7703c7f4c68558e41c3aa6b17c0,https://doi.org/10.1016/j.actbio.2010.07.012
UIUC,Amy Wagoner Johnson,8682370,Most Cited,Multiscale osteointegration as a new paradigm for the design of calcium phosphate scaffolds for bone regeneration.,2010,207,https://www.semanticscholar.org/paper/36dc266ce8b6d5a8f6506e4274256dc85e09d8e2,https://doi.org/10.1016/j.biomaterials.2010.01.052
UIUC,Amy Wagoner Johnson,8682370,Most Cited,The influence of micropore size on the mechanical properties of bulk hydroxyapatite and hydroxyapatite scaffolds.,2009,143,https://www.semanticscholar.org/paper/6885dc66735d5b8c07c03ea1495383aa38d57d53,https://doi.org/10.1016/j.jmbbm.2009.01.009
UIUC,Amy Wagoner Johnson,8682370,Most Cited,"The effect of keratoconus on the structural, mechanical, and optical properties of the cornea.",2011,132,https://www.semanticscholar.org/paper/5cf66aaa5424e52ddf63264b0545a551e7abc138,https://doi.org/10.1016/j.jmbbm.2010.09.014
UIUC,Amy Wagoner Johnson,8682370,Most Cited,Mineralization in micropores of calcium phosphate scaffolds.,2019,115,https://www.semanticscholar.org/paper/b471cd673fc6be296280fadc2dacd2b947c0a610,https://doi.org/10.1016/j.actbio.2018.11.003
UIUC,Amy Wagoner Johnson,8682370,Most Cited,The effect of BMP-2 on micro- and macroscale osteointegration of biphasic calcium phosphate scaffolds with multiscale porosity.,2010,112,https://www.semanticscholar.org/paper/4bd17d5ab0d149ce652d94080db9d17b6578c189,https://doi.org/10.1016/j.actbio.2010.02.026
UIUC,Amy Wagoner Johnson,8682370,Most Cited,Micropore-induced capillarity enhances bone distribution in vivo in biphasic calcium phosphate scaffolds.,2016,93,https://www.semanticscholar.org/paper/106ceac6e0a6faacafd0d748be57d0467416b72b,http://manuscript.elsevier.com/S1742706116304214/pdf/S1742706116304214.pdf
UIUC,Amy Wagoner Johnson,8682370,Most Cited,"The effect of chitosan on the migration of neutrophil-like HL60 cells, mediated by IL-8.",2009,70,https://www.semanticscholar.org/paper/bec636877049d2536ba68cd08ccce5c12bd65c00,https://doi.org/10.1016/j.biomaterials.2008.09.060
UIUC,Amy Wagoner Johnson,8682370,Most Cited,"A Modular, Hydroxyapatite‐Binding Version of Vascular Endothelial Growth Factor",2010,58,https://www.semanticscholar.org/paper/209a53530895bceffe0e0dfbe09a89c3be2eebb8,https://doi.org/10.1002/adma.201002970
UIUC,Amy Wagoner Johnson,8682370,Most Cited,Direct process feedback in extrusion-based 3D bioprinting,2019,49,https://www.semanticscholar.org/paper/b75c3c984c531e7784bd0f306f9dbf969e398bc0,https://doi.org/10.1088/1758-5090/ab4d97
UIUC,Amy Wagoner Johnson,8682370,Most Recent,Non-invasive detection of local microstructural damage in tendon via Diffusion Tensor MRI,2025,0,https://www.semanticscholar.org/paper/34af9baa083da88bc68297f68fc969228e81e7f0,https://doi.org/10.1101/2025.10.10.681653
UIUC,Amy Wagoner Johnson,8682370,Most Recent,"Impact of paraben on uterine collagen: An integrated and targeted Correlative approach using second harmonic generation microscopy, nanoindentation, and atomic force microscopy",2025,0,https://www.semanticscholar.org/paper/7b5694c84c9ee5cc0efeada9079a8116cd5df183,https://doi.org/10.1101/2024.11.06.622338
UIUC,Amy Wagoner Johnson,8682370,Most Recent,Interplay between integrins and cadherins to control bone differentiation upon BMP-2 stimulation,2023,8,https://www.semanticscholar.org/paper/66e3bcd469048042c64be7402e679cd8b327ca3a,https://www.frontiersin.org/articles/10.3389/fcell.2022.1027334/pdf
UIUC,Amy Wagoner Johnson,8682370,Most Recent,An indentation-based framework for probing the glycosaminoglycan-mediated interactions of collagen fibrils.,2023,2,https://www.semanticscholar.org/paper/b80e36cb3558ec4eaaaf7f1b173ccc55ddfaf217,https://www.sciencedirect.com/science/article/am/pii/S1751616123000796
UIUC,Amy Wagoner Johnson,8682370,Most Recent,Chronic exposure of mice to phthalates enhances TGF beta signaling and promotes uterine fibrosis,2023,7,https://www.semanticscholar.org/paper/f10c07e6a7f66792c33c4f1b1b974385d9c5a497,https://www.biorxiv.org/content/biorxiv/early/2023/05/13/2023.05.10.540240.full.pdf
UIUC,Amy Wagoner Johnson,8682370,Most Recent,Composite Substrates Reveal Inorganic Material Cues for Coral Larval Settlement,2022,26,https://www.semanticscholar.org/paper/1b041668997aae4f05efefff140bda1c2c4492f0,https://pubs.acs.org/doi/pdf/10.1021/acssuschemeng.1c08313
UIUC,Amy Wagoner Johnson,8682370,Most Recent,Millimeter-scale topography facilitates coral larval settlement in wave-driven oscillatory flow,2022,21,https://www.semanticscholar.org/paper/437616c8c9a90c4a63c630e0e813b7d8fa459111,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0274088&type=printable
UIUC,Amy Wagoner Johnson,8682370,Most Recent,Computational Design of Additively Manufactured Curvilinear Scaffolds for Bone Repair,2022,1,https://www.semanticscholar.org/paper/d1e80a09b4879b4e6f49163011eec55def720ae6,https://doi.org/10.1115/detc2022-90582
UIUC,Amy Wagoner Johnson,8682370,Most Recent,Simulated confluence on micropatterned substrates correlates responses regulating cellular differentiation,2022,3,https://www.semanticscholar.org/paper/d7482c802a8d9ef8fc44661033de2db696d51404,https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/bit.28069
UIUC,Amy Wagoner Johnson,8682370,Most Recent,An Improved Approach to Iterative Learning Control for Uncertain Systems,2021,30,https://www.semanticscholar.org/paper/12c645ce78058244407df67c06f39cd42bac9375,https://doi.org/10.1109/tcst.2019.2952327
UIUC,Arne J. Pearlstein,10441352,Most Cited,Film Formation and Current Oscillations in the Electrodissolution of Cu in Acidic Chloride Media I . Experimental Studies,1985,139,https://www.semanticscholar.org/paper/94f7079883ce9262b16ec89a894144e2c658928a,https://doi.org/10.1149/1.2114010
UIUC,Arne J. Pearlstein,10441352,Most Cited,Effects of Optical Attenuation and Consumption of a Photobleaching Initiator on Local Initiation Rates in Photopolymerizations,2001,121,https://www.semanticscholar.org/paper/99a637f9af2bec206670ead1d32b19dafb27307a,https://doi.org/10.1021/MA001235Y
UIUC,Arne J. Pearlstein,10441352,Most Cited,The onset of convective instability in a triply diffusive fluid layer,1989,116,https://www.semanticscholar.org/paper/31b1a253cf1ae8094e60089a564d3820c0c57c5e,https://doi.org/10.1017/S0022112089001242
UIUC,Arne J. Pearlstein,10441352,Most Cited,Machine learning-enabled non-destructive paper chromogenic array detection of multiplexed viable pathogens on food,2021,105,https://www.semanticscholar.org/paper/03c3bb605273ef2f2d2e45aee01d5b8a1f5fadf7,https://doi.org/10.1038/s43016-021-00229-5
UIUC,Arne J. Pearlstein,10441352,Most Cited,Development of the wake behind a circular cylinder impulsively started into rotatory and rectilinear motion,1993,86,https://www.semanticscholar.org/paper/7a0fd1d1f0c9aed219569de5027342ca544f1ce1,https://doi.org/10.1017/S0022112093001867
UIUC,Arne J. Pearlstein,10441352,Most Cited,Effect of rigid boundaries on the onset of convective instability in a triply diffusive fluid layer,1990,83,https://www.semanticscholar.org/paper/ef1a2b7ef342f52eeb394381eb14a39c1d8f9933,https://doi.org/10.1063/1.857650
UIUC,Arne J. Pearlstein,10441352,Most Cited,Stability of free-convection flows of variable-viscosity fluids in vertical and inclined slots,1989,81,https://www.semanticscholar.org/paper/9656d7655b4ac6376bb7e0d8d4076b65922d9c79,https://doi.org/10.1017/S0022112089000236
UIUC,Arne J. Pearlstein,10441352,Most Cited,Stability of the flow past a sphere,1990,78,https://www.semanticscholar.org/paper/1dc74a1708c967e105c6ca0600e68896205b9005,https://doi.org/10.1017/S0022112090001501
UIUC,Arne J. Pearlstein,10441352,Most Cited,Effect of rotation on the stability of a doubly diffusive fluid layer,1981,73,https://www.semanticscholar.org/paper/a347efb398aabf677c2c48553e989966044b7511,https://doi.org/10.1017/S0022112081001390
UIUC,Arne J. Pearlstein,10441352,Most Cited,Development of an extended proper orthogonal decomposition and its application to a time periodically forced plane mixing layer,1989,70,https://www.semanticscholar.org/paper/7afdaa83c6034c1b4b93a38b231cfa4dff0f8df8,https://doi.org/10.1063/1.857312
UIUC,Arne J. Pearlstein,10441352,Most Recent,Effect of operating parameters on single-stage ultrasonic separation of ethanol from its aqueous solutions,2024,3,https://www.semanticscholar.org/paper/93dc0989c556e39675c9c8aec09b9b6da64ecdd1,https://doi.org/10.1016/j.seppur.2024.128179
UIUC,Arne J. Pearlstein,10441352,Most Recent,"Free Response of a Rotational Nonlinear Energy Sink Coupled to a Linear Oscillator: Fractality, Riddling, and Initial-Condition Sensitivity at Large Initial Displacements",2022,0,https://www.semanticscholar.org/paper/0885044c5cff3e7e11254d946525f3e4527da2ad,https://asmedigitalcollection.asme.org/appliedmechanics/article-pdf/89/6/061001/6863058/jam_89_6_061001.pdf
UIUC,Arne J. Pearlstein,10441352,Most Recent,"Temporally quasiperiodic data, propagating in the laboratory frame, can be rendered periodic by Galilean transformation.",2022,0,https://www.semanticscholar.org/paper/a0fc3041c5452dfddd105f607b9dd0d23df505ed,https://www.osti.gov/biblio/1880268
UIUC,Arne J. Pearlstein,10441352,Most Recent,Machine learning-enabled non-destructive paper chromogenic array detection of multiplexed viable pathogens on food,2021,105,https://www.semanticscholar.org/paper/03c3bb605273ef2f2d2e45aee01d5b8a1f5fadf7,https://doi.org/10.1038/s43016-021-00229-5
UIUC,Arne J. Pearlstein,10441352,Most Recent,"Free Response of a Rotational Nonlinear Energy Sink Coupled to a Linear Oscillator: Fractality, Riddling, and Initial-Condition Sensitivity at Intermediate Initial Displacements",2021,3,https://www.semanticscholar.org/paper/1a5cef3c67b4a9d5febb86cd073acaced2439521,https://doi.org/10.1115/1.4051998
UIUC,Arne J. Pearlstein,10441352,Most Recent,Nondestructive multiplex detection of foodborne pathogens with background microflora and symbiosis using a paper chromogenic array and advanced neural network.,2021,37,https://www.semanticscholar.org/paper/790c8a51bde5637ef0199868478d226f8668cefb,https://www.sciencedirect.com/science/article/am/pii/S0956566321002463
UIUC,Arne J. Pearlstein,10441352,Most Recent,Heat Transfer Enhancement in Fin Channels Using Aeroelastically Fluttering Reeds,2021,2,https://www.semanticscholar.org/paper/c83bd414a2967c962b6b900fb4646e0ecdea7ab1,https://doi.org/10.1002/amp2.10110
UIUC,Arne J. Pearlstein,10441352,Most Recent,Assessment of a novel in-flight washing device: Microbial reduction and food quality of chopped iceberg lettuce during storage,2021,1,https://www.semanticscholar.org/paper/decaeea49ffaa69fae486545faa933bfc68913c6,https://www.sciencedirect.com/science/article/am/pii/S0956713520304540
UIUC,Arne J. Pearlstein,10441352,Most Recent,Listeria monocytogenes biofilm formation as affected by stainless steel surface topography and coating composition,2021,18,https://www.semanticscholar.org/paper/e93d2183685fd86138071d654755fbed95f52e99,http://manuscript.elsevier.com/S0956713521004138/pdf/S0956713521004138.pdf
UIUC,Arne J. Pearlstein,10441352,Most Recent,On-off switching of vortex shedding and vortex-induced vibration in crossflow past a circular cylinder by locking or releasing a rotational nonlinear energy sink,2020,12,https://www.semanticscholar.org/paper/246dfb7a5fd2d200abea33cb49d72869f64f78ed,https://doi.org/10.1103/physrevfluids.5.023902
UIUC,Blake Everett Johnson,48364822,Most Cited,Integrated engineering leadership initiative for teaching excellence (IELITE) Year Two: Assessment of intermediate-term outcome for graduate teaching assistant training,2019,3,https://www.semanticscholar.org/paper/3d78ab275ecb1a074007b3da42b068b56335f5b0,https://peer.asee.org/32445.pdf
UIUC,Blake Everett Johnson,48364822,Most Cited,An Analysis of Recipe-based Instruction in an Introductory Fluid Mechanics Laboratory,2016,1,https://www.semanticscholar.org/paper/89f7797c2ecbb196ec569c59050d61656eeae251,https://peer.asee.org/26564.pdf
UIUC,Blake Everett Johnson,48364822,Most Cited,Identifying effective student leaders to improve capstone design team assignments,2020,0,https://www.semanticscholar.org/paper/2e90b49edd6b3b06595842325186d4a51a98d5cd,https://peer.asee.org/34745.pdf
UIUC,Blake Everett Johnson,48364822,Most Cited,Introducing junto: A web tool to build project teams based on a bidding strategy,2020,0,https://www.semanticscholar.org/paper/fc837e35739dcd09fc65b73c2e7cb68fda769add,https://doi.org/10.18260/1-2--34876
UIUC,Blake Everett Johnson,48364822,Most Cited,An Integrated Four-year Hands-on Design Curriculum: A Case Study,2019,0,https://www.semanticscholar.org/paper/ddd509e27939daeca2029358aa929bd430b05780,https://doi.org/10.18260/1-2--32068
UIUC,Blake Everett Johnson,48364822,Most Recent,Identifying effective student leaders to improve capstone design team assignments,2020,0,https://www.semanticscholar.org/paper/2e90b49edd6b3b06595842325186d4a51a98d5cd,https://peer.asee.org/34745.pdf
UIUC,Blake Everett Johnson,48364822,Most Recent,Introducing junto: A web tool to build project teams based on a bidding strategy,2020,0,https://www.semanticscholar.org/paper/fc837e35739dcd09fc65b73c2e7cb68fda769add,https://doi.org/10.18260/1-2--34876
UIUC,Blake Everett Johnson,48364822,Most Recent,Integrated engineering leadership initiative for teaching excellence (IELITE) Year Two: Assessment of intermediate-term outcome for graduate teaching assistant training,2019,3,https://www.semanticscholar.org/paper/3d78ab275ecb1a074007b3da42b068b56335f5b0,https://peer.asee.org/32445.pdf
UIUC,Blake Everett Johnson,48364822,Most Recent,An Integrated Four-year Hands-on Design Curriculum: A Case Study,2019,0,https://www.semanticscholar.org/paper/ddd509e27939daeca2029358aa929bd430b05780,https://doi.org/10.18260/1-2--32068
UIUC,Blake Everett Johnson,48364822,Most Recent,An Analysis of Recipe-based Instruction in an Introductory Fluid Mechanics Laboratory,2016,1,https://www.semanticscholar.org/paper/89f7797c2ecbb196ec569c59050d61656eeae251,https://peer.asee.org/26564.pdf
UIUC,Brian S. Mercer,2049503804,Most Cited,Molecular dynamics modeling of PPTA crystallite mechanical properties in the presence of defects,2017,40,https://www.semanticscholar.org/paper/c8e2128330fc66806e34467ec6bd8d330a2ae705,https://www.sciencedirect.com/science/article/am/pii/S0032386117302598
UIUC,Brian S. Mercer,2049503804,Most Cited,Novel formulations of microscopic boundary-value problems in continuous multiscale finite element methods,2015,20,https://www.semanticscholar.org/paper/c0919c788153c1111ae6b7e9a35e6472e53f6bd5,https://doi.org/10.1016/J.CMA.2014.12.021
UIUC,Brian S. Mercer,2049503804,Most Cited,Towards prediction of microstructure during laser based additive manufacturing process of Co-Cr-Mo powder beds,2020,18,https://www.semanticscholar.org/paper/c8cccf892b12ee5b62e2b0c0cf18f1cf3ba9f7d5,https://doi.org/10.1016/j.matdes.2020.109117
UIUC,Brian S. Mercer,2049503804,Most Cited,A molecular dynamics-based analysis of the influence of strain-rate and temperature on the mechanical strength of PPTA crystallites,2017,11,https://www.semanticscholar.org/paper/d702d81345a80b96280ad7357e71d55a8784d3cc,https://www.sciencedirect.com/science/article/am/pii/S0032386117309102
UIUC,Brian S. Mercer,2049503804,Most Cited,Homogenization of high-frequency wave propagation in linearly elastic layered media using a continuum Irving-Kirkwood theory,2016,8,https://www.semanticscholar.org/paper/70eafd08d2c85ce87a251b337ebeb8ffec382008,https://doi.org/10.1016/J.IJSOLSTR.2016.06.011
UIUC,Brian S. Mercer,2049503804,Most Cited,Dietary Chitin Particles Called Mimetic Fungi Ameliorate Colitis in Toll-Like Receptor 2/CD14- and Sex-Dependent Manners,2019,7,https://www.semanticscholar.org/paper/1742a006d39e943bbf8492150d8a6700d615d8bd,https://iai.asm.org/content/iai/87/5/e00006-19.full.pdf
UIUC,Brian S. Mercer,2049503804,Most Cited,Molecular Dynamics Modeling of PPTA Crystals in Aramid Fibers,2016,6,https://www.semanticscholar.org/paper/f85f21c2ffe759716e11afbb7a1dbb594501ecf7,https://www.osti.gov/servlets/purl/1254392
