Professor Name (Original),Author ID,Paper Type,Paper Title,Link
Thomas Golecki,52221051,10 Most Recent,Fun Friday: Assessing the effectiveness of weekly real-world applications in introductory dynamics lectures,https://www.semanticscholar.org/paper/4b8c449b07a5d6d0a39e46fa89a641fc3398ac5b
Varda F. Hagh,7581077,10 Most Cited,Rigidity loss in disordered systems: three scenarios.,https://www.semanticscholar.org/paper/d2352390709a7aec77199b90e0a534312f9a62a6
Varda F. Hagh,7581077,10 Most Cited,Transient learning degrees of freedom for introducing function in materials,https://www.semanticscholar.org/paper/f9152d6470bc0958eabfd7b7a4334bb6e38b76e3
Varda F. Hagh,7581077,10 Most Cited,Energetic rigidity. I. A unifying theory of mechanical stability.,https://www.semanticscholar.org/paper/2b649666fc317503a5014256f3366a90ece9ec24
Varda F. Hagh,7581077,10 Most Cited,Energetic rigidity. II. Applications in examples of biological and underconstrained materials.,https://www.semanticscholar.org/paper/1a95b4e0ae387de7e34b2e1bdde82be6e780fc62
Varda F. Hagh,7581077,10 Most Cited,A broader view on jamming: from spring networks to circle packings.,https://www.semanticscholar.org/paper/1877f93a931609e9485b89b4598e985c246eeb5c
Varda F. Hagh,7581077,10 Most Cited,Marginal stability in memory training of jammed solids.,https://www.semanticscholar.org/paper/238f8edaefc3a5eca0cb8ad7c01443f625bdecd4
Varda F. Hagh,7581077,10 Most Cited,Competition between Energy and Dynamics in Memory Formation.,https://www.semanticscholar.org/paper/8aeefe1e88021ad4fa0420e376517d8e0479bd02
Varda F. Hagh,7581077,10 Most Cited,Disordered auxetic networks with no reentrant polygons,https://www.semanticscholar.org/paper/018c08636bd287ce4d48e174fc885e7d959fa3de
Varda F. Hagh,7581077,10 Most Cited,rigidPy: Rigidity analysis in Python,https://www.semanticscholar.org/paper/14573382554133b3bb432b95c8596c395c730cc9
Varda F. Hagh,7581077,10 Most Cited,Realizations of Isostatic Material Frameworks,https://www.semanticscholar.org/paper/e1569e6dd9ad9c14c586522871bc7860c30db0c3
Varda F. Hagh,7581077,10 Most Recent,Order in disordered packings with and without permutation symmetry,https://www.semanticscholar.org/paper/2cfb8ab9a4535c24ba16dd522e6b3386f72b0e36
Varda F. Hagh,7581077,10 Most Recent,Deterministic Interrelation Between Elastic Moduli in Critically Elastic Materials,https://www.semanticscholar.org/paper/59eb24db897b103acfe569bc33e3bd8363b47f36
Varda F. Hagh,7581077,10 Most Recent,Competition between Energy and Dynamics in Memory Formation.,https://www.semanticscholar.org/paper/8aeefe1e88021ad4fa0420e376517d8e0479bd02
Varda F. Hagh,7581077,10 Most Recent,Emergence of zero modes in disordered solids under periodic tiling.,https://www.semanticscholar.org/paper/9a5744a657d2227ec61a91b45c928bb427ba1dae
Varda F. Hagh,7581077,10 Most Recent,rigidPy: Rigidity analysis in Python,https://www.semanticscholar.org/paper/14573382554133b3bb432b95c8596c395c730cc9
Varda F. Hagh,7581077,10 Most Recent,Energetic rigidity. II. Applications in examples of biological and underconstrained materials.,https://www.semanticscholar.org/paper/1a95b4e0ae387de7e34b2e1bdde82be6e780fc62
Varda F. Hagh,7581077,10 Most Recent,Marginal stability in memory training of jammed solids.,https://www.semanticscholar.org/paper/238f8edaefc3a5eca0cb8ad7c01443f625bdecd4
Varda F. Hagh,7581077,10 Most Recent,Transient degrees of freedom and stability,https://www.semanticscholar.org/paper/2b070d3b74a5a73f81b39da9edd7739fd10807c6
Varda F. Hagh,7581077,10 Most Recent,Energetic rigidity. I. A unifying theory of mechanical stability.,https://www.semanticscholar.org/paper/2b649666fc317503a5014256f3366a90ece9ec24
Varda F. Hagh,7581077,10 Most Recent,Realizations of Isostatic Material Frameworks,https://www.semanticscholar.org/paper/e1569e6dd9ad9c14c586522871bc7860c30db0c3
Brenna Argall,1836885,10 Most Cited,Robotics and autonomous systems,https://www.semanticscholar.org/paper/54d47af5a99eb31ce0d9b38edd0d03022be34841
Brenna Argall,1836885,10 Most Cited,Integration of Auditory and Visual Information about Objects in Superior Temporal Sulcus,https://www.semanticscholar.org/paper/944c94be8449fb446a094870665adc90819004bd
Brenna Argall,1836885,10 Most Cited,Unraveling multisensory integration: patchy organization within human STS multisensory cortex,https://www.semanticscholar.org/paper/cebcaa2769d2726153c11227a53282fa891146d3
Brenna Argall,1836885,10 Most Cited,Robotics and Autonomous Systems,https://www.semanticscholar.org/paper/5d5dcde48bc49450b8546adc83fe5a30d38a96b1
Brenna Argall,1836885,10 Most Cited,SUMA: an interface for surface-based intra- and inter-subject analysis with AFNI,https://www.semanticscholar.org/paper/32566694886f3df0c814f4224c6ed0b84b447bac
Brenna Argall,1836885,10 Most Cited,Simplified intersubject averaging on the cortical surface using SUMA,https://www.semanticscholar.org/paper/d219044f14d472356de20eb8cfc10dafcca5ad7d
Brenna Argall,1836885,10 Most Cited,Dynamically formed heterogeneous robot teams performing tightly-coordinated tasks,https://www.semanticscholar.org/paper/4cebd6f4dbf1f6c633204acf1a5b85066906fcc4
Brenna Argall,1836885,10 Most Cited,Human-in-the-Loop Optimization of Shared Autonomy in Assistive Robotics,https://www.semanticscholar.org/paper/e1c182e74860ce04bef26a1fc7ab755c598927f7
Brenna Argall,1836885,10 Most Cited,A Human__obot Interaction Perspective on Assistive and Rehabilitation Robotics,https://www.semanticscholar.org/paper/a62c609c9da71d8255ee07a2eb65319ae3df0305
Brenna Argall,1836885,10 Most Cited,Probabilistic Human Intent Recognition for Shared Autonomy in Assistive Robotics,https://www.semanticscholar.org/paper/ce85a5cce856dd744ce89e6c21c8f75171ed9636
Brenna Argall,1836885,10 Most Recent,Characterizing eye gaze and mental workload for assistive device control,https://www.semanticscholar.org/paper/9a23991b0e7f7ed5c419f10b7dca0b318e0cf499
Brenna Argall,1836885,10 Most Recent,A Customizable Fitting Protocol for the Body-Machine Interface,https://www.semanticscholar.org/paper/ae4aaa9fdab255ae6f0cdd86069020f8d0d1fe04
Brenna Argall,1836885,10 Most Recent,Task-agnostic and interface-aware handling of unintended interface operation for robot arm teleoperation: Insights and case study evaluations by persons with spinal cord injury,https://www.semanticscholar.org/paper/b4bce783417cb4899163595964da6974c87974bf
Brenna Argall,1836885,10 Most Recent,Curating User-Defined Interface Maps for Robot Teleoperation,https://www.semanticscholar.org/paper/dca51e7f90a6716223ef035ac277d7a751d419c5
Brenna Argall,1836885,10 Most Recent,Interface-level Intent Inference for Environment-agnostic Robot Teleoperation Assistance,https://www.semanticscholar.org/paper/ec782d31b08043c239dfa23f1a1ffee4d1dab80a
Brenna Argall,1836885,10 Most Recent,An Evolution of Assistive Robot Control to Meet End-User Ability,https://www.semanticscholar.org/paper/26395cb067067fc026270f542afd4cc9976443e5
Brenna Argall,1836885,10 Most Recent,Learning to Control Complex Robots Using High-Dimensional Body-Machine Interfaces,https://www.semanticscholar.org/paper/cb69d81fd1a3b00820de33d936cc622501c17b8d
Brenna Argall,1836885,10 Most Recent,An Exploratory Multi-Session Study of Learning High-Dimensional Body-Machine Interfacing for Assistive Robot Control,https://www.semanticscholar.org/paper/0cfc760abb73eb5e267b1fbef48e5091d78a0d74
Brenna Argall,1836885,10 Most Recent,Interface-Aware Assistance for 7-DoF Robot Arm Teleoperation: Case Studies on Feasibility,https://www.semanticscholar.org/paper/2b6cea0288d12da22e4d659a9fd27f136dc247af
Brenna Argall,1836885,10 Most Recent,Characterizing Eye Gaze for Assistive Device Control,https://www.semanticscholar.org/paper/cea29e133c1d9642176c47827bd020dd45f7d20a
Cheng_Sun,40559422,10 Most Cited,Development and characterization of laser clad high temperature self-lubricating wear resistant composite coatings on Ti_6Al_4V alloy,https://www.semanticscholar.org/paper/68621181ed4196745151bf020502826542571ffe
Cheng_Sun,40559422,10 Most Cited,Preparation and high temperature tribological properties of laser in-situ synthesized self-lubricating composite coatings containing metal sulfides on Ti6Al4V alloy,https://www.semanticscholar.org/paper/4465152760f786a0c9a292ca5a54c38f4722f461
Cheng_Sun,40559422,10 Most Cited,Effects of temperature and normal load on tribological behavior of nickel-based high temperature self-lubricating wear-resistant composite coating,https://www.semanticscholar.org/paper/4a91b4540703f5234b92be831f1336758da59f3c
Cheng_Sun,40559422,10 Most Cited,Microstructure evolution and mechanical properties of reduced activation steel manufactured through laser directed energy deposition,https://www.semanticscholar.org/paper/5936cbb97e2b10a745021371952586a75a159273
Cheng_Sun,40559422,10 Most Cited,Effects of aging treatment on microstructure and tribological properties of nickel-based high-temperature self-lubrication wear resistant composite coatings by laser cladding,https://www.semanticscholar.org/paper/688c0185ab9e7bc5cb7915df0fafb9b6288412d5
Cheng_Sun,40559422,10 Most Cited,Fabrication and dielectric properties of Na0.5Bi0.5Cu3Ti4O12/poly(vinylidene fluoride) composites,https://www.semanticscholar.org/paper/1fba8f0fd6fb0ec2803b13ef5f8e87f78891b625
Cheng_Sun,40559422,10 Most Cited,A new chemosensor for Ga3+ detection by fluorescent nitrogen-doped graphitic carbon dots,https://www.semanticscholar.org/paper/6e378172a4c6c115edde686ca94ca89104e5e0f6
Cheng_Sun,40559422,10 Most Cited,The Anisotropic Electrochemical Machinability of Laser Cladding Deposited Ti6Al4V Alloy in NaCl Solution,https://www.semanticscholar.org/paper/7a2e702ae53392b278110370440a20dcc8aff83e
Cheng_Sun,40559422,10 Most Cited,Modeling and Analysis for Transmission and Conversion of Hollow Circular Laser,https://www.semanticscholar.org/paper/ea6b499dee896fcf86906a62fe442e560b854002
Cheng_Sun,40559422,10 Most Cited,A Two-Stage Double-Acting Hydraulic Pump Based on Crank Rod in Series with Symmetrical Hinge,https://www.semanticscholar.org/paper/eb2ff8709a5c7e593732710b2c35feb38aa72d00
Cheng_Sun,40559422,10 Most Recent,The Anisotropic Electrochemical Machinability of Laser Cladding Deposited Ti6Al4V Alloy in NaCl Solution,https://www.semanticscholar.org/paper/7a2e702ae53392b278110370440a20dcc8aff83e
Cheng_Sun,40559422,10 Most Recent,Microstructure evolution and mechanical properties of reduced activation steel manufactured through laser directed energy deposition,https://www.semanticscholar.org/paper/5936cbb97e2b10a745021371952586a75a159273
Cheng_Sun,40559422,10 Most Recent,Preparation and high temperature tribological properties of laser in-situ synthesized self-lubricating composite coatings containing metal sulfides on Ti6Al4V alloy,https://www.semanticscholar.org/paper/4465152760f786a0c9a292ca5a54c38f4722f461
Cheng_Sun,40559422,10 Most Recent,A new chemosensor for Ga3+ detection by fluorescent nitrogen-doped graphitic carbon dots,https://www.semanticscholar.org/paper/6e378172a4c6c115edde686ca94ca89104e5e0f6
Cheng_Sun,40559422,10 Most Recent,Development and characterization of laser clad high temperature self-lubricating wear resistant composite coatings on Ti_6Al_4V alloy,https://www.semanticscholar.org/paper/68621181ed4196745151bf020502826542571ffe
Cheng_Sun,40559422,10 Most Recent,Effects of aging treatment on microstructure and tribological properties of nickel-based high-temperature self-lubrication wear resistant composite coatings by laser cladding,https://www.semanticscholar.org/paper/688c0185ab9e7bc5cb7915df0fafb9b6288412d5
Cheng_Sun,40559422,10 Most Recent,A Two-Stage Double-Acting Hydraulic Pump Based on Crank Rod in Series with Symmetrical Hinge,https://www.semanticscholar.org/paper/eb2ff8709a5c7e593732710b2c35feb38aa72d00
Cheng_Sun,40559422,10 Most Recent,Fabrication and dielectric properties of Na0.5Bi0.5Cu3Ti4O12/poly(vinylidene fluoride) composites,https://www.semanticscholar.org/paper/1fba8f0fd6fb0ec2803b13ef5f8e87f78891b625
Cheng_Sun,40559422,10 Most Recent,Effects of temperature and normal load on tribological behavior of nickel-based high temperature self-lubricating wear-resistant composite coating,https://www.semanticscholar.org/paper/4a91b4540703f5234b92be831f1336758da59f3c
Cheng_Sun,40559422,10 Most Recent,Experimental Study on Single-Layer Laser Cladding Feeding by Micro/Nano Composite Powders,https://www.semanticscholar.org/paper/a5d7a1c25abf8f18b99b344ed44d0e8c0c9f8742
Elizabeth M Gerber,145003123,10 Most Cited,Crowdfunding : Why People Are Motivated to Post and Fund Projects on Crowdfunding Platforms,https://www.semanticscholar.org/paper/c1e2a1068f0af1c3120c62be5943340518860ecb
Elizabeth M Gerber,145003123,10 Most Cited,Understanding the role of community in crowdfunding work,https://www.semanticscholar.org/paper/e820ef32d71bc43a681d6da96001c1fd437f96cd
Elizabeth M Gerber,145003123,10 Most Cited,Crowdfunding support tools: predicting success & failure,https://www.semanticscholar.org/paper/c7e9f331e99cefdf9d692f716f5e9d5316d4f4e4
Elizabeth M Gerber,145003123,10 Most Cited,Next Steps for Human-Computer Integration,https://www.semanticscholar.org/paper/bc1abd29110b9774bee1395940852f8df2e686a7
Elizabeth M Gerber,145003123,10 Most Cited,The psychological experience of prototyping,https://www.semanticscholar.org/paper/e7c248c0907d30bbd03600677aa425663d5a6c87
Elizabeth M Gerber,145003123,10 Most Cited,The logic of design research,https://www.semanticscholar.org/paper/24d56fd1f1e0366fd0bfa05a451b14987d7ef1ea
Elizabeth M Gerber,145003123,10 Most Cited,"Design-Based Research Process: Problems, Phases, and Applications",https://www.semanticscholar.org/paper/4de3eeae4f0b2591577c8b84add7505ed34929cc
Elizabeth M Gerber,145003123,10 Most Cited,Developing Makerspaces as Sites of Entrepreneurship,https://www.semanticscholar.org/paper/cb2ee38b87cad6b1836f44a766a136b8efead34e
Elizabeth M Gerber,145003123,10 Most Cited,Affective computational priming and creativity,https://www.semanticscholar.org/paper/630cf7643f8817f5feb03170eda2e2af9ecc83bb
Elizabeth M Gerber,145003123,10 Most Cited,Learning to fail: experiencing public failure online through crowdfunding,https://www.semanticscholar.org/paper/914660f15ece3a7bf546152dac74b65e7a6805ef
Elizabeth M Gerber,145003123,10 Most Recent,Making social impact commonplace,https://www.semanticscholar.org/paper/172c1ac940ba784f59443acd279efa4584980cd8
Elizabeth M Gerber,145003123,10 Most Recent,Understanding Gender Differences in Pricing Strategies in Online Labor Marketplaces,https://www.semanticscholar.org/paper/1d46ee71a9e35de9e3f6d785b2abe7716e1739c3
Elizabeth M Gerber,145003123,10 Most Recent,An Emergent Understanding of Mentor Strategies for Career Development in Emerging Fields,https://www.semanticscholar.org/paper/63bdf2f03aed687c3b914ead554ccf2709fb68de
Elizabeth M Gerber,145003123,10 Most Recent,CrowdFolio,https://www.semanticscholar.org/paper/fcd21b34279d29a79f3e136b0a7266da3ecd1804
Elizabeth M Gerber,145003123,10 Most Recent,How Freelancers Experience Online Labor Marketplaces during a Pandemic,https://www.semanticscholar.org/paper/13be65dfa47135a8855356f6525e91afa4ea4024
Elizabeth M Gerber,145003123,10 Most Recent,The design risks framework: Understanding metacognition for iteration,https://www.semanticscholar.org/paper/b114c2e21cb080c95e90f14d5065e841e7c2fd8f
Elizabeth M Gerber,145003123,10 Most Recent,Next Steps for Human-Computer Integration,https://www.semanticscholar.org/paper/bc1abd29110b9774bee1395940852f8df2e686a7
Elizabeth M Gerber,145003123,10 Most Recent,Designing a Model for Deliberation-Based Learning,https://www.semanticscholar.org/paper/bcf8b7fb14981eb7cf207b8a260736176b6f5045
Elizabeth M Gerber,145003123,10 Most Recent,The Logic of Effective Iteration in Design-Based Research,https://www.semanticscholar.org/paper/fd72e07e0ad38cd7004a546688f0ddd86ab489bf
Elizabeth M Gerber,145003123,10 Most Recent,Opportunities for educational innovations in authentic project-based learning: understanding instructor perceived challenges to design for adoption,https://www.semanticscholar.org/paper/6b2615828b2fec4eabdf145b3861ad537b20f4e4
Greg Wagner,2065041614,10 Most Cited,An Integrated DVD_T Tuner,https://www.semanticscholar.org/paper/f2e81a30e177c10169be0223119847bde05f2aa3
Greg Wagner,2065041614,10 Most Recent,An Integrated DVD_T Tuner,https://www.semanticscholar.org/paper/f2e81a30e177c10169be0223119847bde05f2aa3
Horacio Espinosa,2064439797,10 Most Cited,Les vertus de la violence. La légitimation d__n projet de rénovation urbaine par le néo-hygiénisme,https://www.semanticscholar.org/paper/ea58264cf8679f95eb5f31670b90def63165a84c
Horacio Espinosa,2064439797,10 Most Cited,Identification de mécanismes de rupture et d'endommagement _ l'aide d'un outil basé sur la corrélation d'images numériques,https://www.semanticscholar.org/paper/0555d490d9cde998297341bda2ba74589082f082
Horacio Espinosa,2064439797,10 Most Cited,Hémangiome caverneux de la rate: a propos d'un cas,https://www.semanticscholar.org/paper/8b027a656afe1a4f3f1c83aa20f5a246825c722d
Horacio Espinosa,2064439797,10 Most Recent,Les vertus de la violence. La légitimation d__n projet de rénovation urbaine par le néo-hygiénisme,https://www.semanticscholar.org/paper/ea58264cf8679f95eb5f31670b90def63165a84c
Horacio Espinosa,2064439797,10 Most Recent,Identification de mécanismes de rupture et d'endommagement _ l'aide d'un outil basé sur la corrélation d'images numériques,https://www.semanticscholar.org/paper/0555d490d9cde998297341bda2ba74589082f082
Horacio Espinosa,2064439797,10 Most Recent,Hémangiome caverneux de la rate: a propos d'un cas,https://www.semanticscholar.org/paper/8b027a656afe1a4f3f1c83aa20f5a246825c722d
J. Edward Colgate,47814061,10 Most Cited,An analysis of contact instability in terms of passive physical equivalents,https://www.semanticscholar.org/paper/d52de5309d4d512df8bbd42209ce362c926aef2b
J. Edward Colgate,47814061,10 Most Cited,Cobots for the automobile assembly line,https://www.semanticscholar.org/paper/28e73ccb7ed9cf9a03ca25673983135bfc0f3eb7
J. Edward Colgate,47814061,10 Most Cited,KineAssist: Design and Development of a Robotic Overground Gait and Balance Therapy Device,https://www.semanticscholar.org/paper/0a3f36d6cf2bb0ec2d6b5cacf9514da11fcadd48
J. Edward Colgate,47814061,10 Most Cited,Cobots: a novel material handling technology,https://www.semanticscholar.org/paper/c98fd46895c36f753687221b77d19b95dbc29e38
J. Edward Colgate,47814061,10 Most Cited,An investigation of electrowetting__ased microactuation,https://www.semanticscholar.org/paper/f10d979cde6c7862de2fde21d13d5323414a7a41
J. Edward Colgate,47814061,10 Most Cited,The Interaction of Robots with Passive Environments: Application to Force Feedback Control,https://www.semanticscholar.org/paper/8bc5fac3026601df0177d2ac3d85c3c7282d3486
J. Edward Colgate,47814061,10 Most Cited,Minimum Mass for Haptic Display Simulations,https://www.semanticscholar.org/paper/41a03ec10f090e50f393fbe86a151adfe4a2d610
J. Edward Colgate,47814061,10 Most Cited,Motion Guides for Assisted Manipulation,https://www.semanticscholar.org/paper/e74c8372417c515883cec9dc9a298bb7b68ca8ca
J. Edward Colgate,47814061,10 Most Cited,IDEA: Formalizing the Foundation for an Engineering Design Education*,https://www.semanticscholar.org/paper/c6ddabef033d52813224e57747600e697c28c1f4
J. Edward Colgate,47814061,10 Most Cited,Stability problems in contact tasks,https://www.semanticscholar.org/paper/5bdfaf8addb88a146bce0b384bb655d295e4e554
J. Edward Colgate,47814061,10 Most Recent,A Game Benchmark for Real-Time Human-Swarm Control,https://www.semanticscholar.org/paper/a4ee472b56bd071391bc2c392f4ab21384c1b3e1
J. Edward Colgate,47814061,10 Most Recent,Closed Loop Application of Electroadhesion for Increased Precision in Texture Rendering,https://www.semanticscholar.org/paper/137a8153d00b6ddf5b655b32caadb2cd80a2f6fc
J. Edward Colgate,47814061,10 Most Recent,Building a Navigable Fine Texture Design Space,https://www.semanticscholar.org/paper/c1258c99e8d1602fecb7d6c9c35719c08935692f
J. Edward Colgate,47814061,10 Most Recent,Touching with feeling: Integrating haptics with touch displays,https://www.semanticscholar.org/paper/a9e2330c10cda1a481677c8adc4288c6350bcc8b
J. Edward Colgate,47814061,10 Most Recent,NAVIGATING THE BARRIERS TO INTERDISCIPLINARY DESIGN EDUCATION: LESSONS LEARNED FROM THE NSF DESIGN WORKSHOP SERIES,https://www.semanticscholar.org/paper/91b51d7feb9b3b6a62d4e8afa94da0c1852ed681
J. Edward Colgate,47814061,10 Most Recent,KineAssist: Design and Development of a Robotic Overground Gait and Balance Therapy Device,https://www.semanticscholar.org/paper/0a3f36d6cf2bb0ec2d6b5cacf9514da11fcadd48
J. Edward Colgate,47814061,10 Most Recent,"Variable Friction Haptic Displays: Foundations, Algorithms and Applications",https://www.semanticscholar.org/paper/5634868b2b17b7e859bad7f226c761c17cd0d22f
J. Edward Colgate,47814061,10 Most Recent,Rendering for Multifinger Haptic Devices,https://www.semanticscholar.org/paper/fa5136c931af395ced396240788cfd6ccd57b059
J. Edward Colgate,47814061,10 Most Recent,IDEA: Formalizing the Foundation for an Engineering Design Education*,https://www.semanticscholar.org/paper/c6ddabef033d52813224e57747600e697c28c1f4
J. Edward Colgate,47814061,10 Most Recent,Visually and Haptically Augmented Teleoperation in D&D Tasks Using Virtual Fixtures,https://www.semanticscholar.org/paper/e6a5eedd8f7de99a8c408b2afc7672e15e99b974
Jennifer B. Dunn,2240172520,10 Most Cited,Selective electrochemical synthesis of urea from nitrate and CO_2 via relay catalysis on hybrid catalysts,https://www.semanticscholar.org/paper/4fe8693a8012553942531c503648fb3cbadbc6b6
Jennifer B. Dunn,2240172520,10 Most Cited,"Analysis of energy, water, land and cost implications of zero and minimal liquid discharge desalination technologies",https://www.semanticscholar.org/paper/df186759ee29a8f2304666dba19afffe6a4633ab
Jennifer B. Dunn,2240172520,10 Most Cited,Sustainable Production of Biomass__erived Graphite and Graphene Conductive Inks from Biochar,https://www.semanticscholar.org/paper/02924bb23541cb546f9323462f5d8f68357eaeb1
Jennifer B. Dunn,2240172520,10 Most Cited,Reducing Economy-Wide Greenhouse Gas Emissions with Electrofuels and Biofuels as the Grid Decarbonizes,https://www.semanticscholar.org/paper/1e303fa0d3a2fbbda33feb31b13fdd7e4c4e0a92
Jennifer B. Dunn,2240172520,10 Most Cited,Methane-to-graphite: A pathway to reduce greenhouse gas emissions in the U.S. energy transition,https://www.semanticscholar.org/paper/e92d682f544032a4456ec4edca459d7381e3a922
Jennifer B. Dunn,2240172520,10 Most Cited,Toward Enhancing Wastewater Treatment with Resource Recovery in Integrated Assessment and Computable General Equilibrium Models,https://www.semanticscholar.org/paper/48776d129e39791faa07e8bc4db34a381c626d30
Jennifer B. Dunn,2240172520,10 Most Cited,Techno-economic Analysis and Life Cycle Assessment of Biomass-Derived Polyhydroxyurethane and Nonisocyanate Polythiourethane Production and Reprocessing,https://www.semanticscholar.org/paper/c8f0ea2cb265ab35d1f55055fe86ad9a21c2e9d8
Jennifer B. Dunn,2240172520,10 Most Cited,"Technical, Environmental, and Economic Analysis Comparing Low-Carbon Industrial Process Heat Options in U.S. Poly(vinyl chloride) and Ethylene Manufacturing Facilities",https://www.semanticscholar.org/paper/f7f3c90fee3f82b442858782e2c1cf65f1b186ff
Jennifer B. Dunn,2240172520,10 Most Cited,Biorenewable Exfoliation of Electronic-Grade Printable Graphene Using Carboxylated Cellulose Nanocrystals.,https://www.semanticscholar.org/paper/0bddc50b0c32862f37a3be6676fb0b2d283b8779
Jennifer B. Dunn,2240172520,10 Most Cited,Multiscale Equation-Oriented Optimization Decreases the Carbon Intensity of Shale Gas to Liquid Fuel Processes,https://www.semanticscholar.org/paper/ed8c0d5f0e07a8d3d7add57f8edcbe63422f0ff4
Jennifer B. Dunn,2240172520,10 Most Recent,Benchmarking greenhouse gas emissions from US wastewater treatment for targeted reduction,https://www.semanticscholar.org/paper/0054220f901cf1b5be26f3f3dc786c83fd7e69b3
Jennifer B. Dunn,2240172520,10 Most Recent,Hierarchically porous carbon supports enable efficient syngas production in electrified reactive capture,https://www.semanticscholar.org/paper/a20aabdcc021cf456ddc749f6c1ea1b56fd01520
Jennifer B. Dunn,2240172520,10 Most Recent,Sustainable Production of Biomass__erived Graphite and Graphene Conductive Inks from Biochar,https://www.semanticscholar.org/paper/02924bb23541cb546f9323462f5d8f68357eaeb1
Jennifer B. Dunn,2240172520,10 Most Recent,A Sustainable Manufacturing Paradigm to Address Grand Challenges in Sustainability and Climate Change,https://www.semanticscholar.org/paper/04defe252cca156dc515acaa3cc4d34b36fcd365
Jennifer B. Dunn,2240172520,10 Most Recent,Biorenewable Exfoliation of Electronic-Grade Printable Graphene Using Carboxylated Cellulose Nanocrystals.,https://www.semanticscholar.org/paper/0bddc50b0c32862f37a3be6676fb0b2d283b8779
Jennifer B. Dunn,2240172520,10 Most Recent,Reducing Economy-Wide Greenhouse Gas Emissions with Electrofuels and Biofuels as the Grid Decarbonizes,https://www.semanticscholar.org/paper/1e303fa0d3a2fbbda33feb31b13fdd7e4c4e0a92
Jennifer B. Dunn,2240172520,10 Most Recent,Potential Adoption and Benefits of Co-Optimized Multimode Engines and Fuels for U.S. Light-Duty Vehicles,https://www.semanticscholar.org/paper/27a3d6736c7b9b29ad61d34bd53442d43c315ab5
Jennifer B. Dunn,2240172520,10 Most Recent,The balancing act of turning wastes into feedstocks,https://www.semanticscholar.org/paper/3a639cb528526a624ea852cc7ffdf36d8dab718d
Jennifer B. Dunn,2240172520,10 Most Recent,Toward Enhancing Wastewater Treatment with Resource Recovery in Integrated Assessment and Computable General Equilibrium Models,https://www.semanticscholar.org/paper/48776d129e39791faa07e8bc4db34a381c626d30
Jennifer B. Dunn,2240172520,10 Most Recent,Techno-economic Analysis and Life Cycle Assessment of Biomass-Derived Polyhydroxyurethane and Nonisocyanate Polythiourethane Production and Reprocessing,https://www.semanticscholar.org/paper/c8f0ea2cb265ab35d1f55055fe86ad9a21c2e9d8
John A. Rogers,2113852298,10 Most Cited,Compliant and stretchable thermoelectric coils for energy harvesting in miniature flexible devices,https://www.semanticscholar.org/paper/0f5b15f880238e469ea9f803b51d89cff4a708ab
John A. Rogers,2113852298,10 Most Cited,Remote control of muscle-driven miniature robots with battery-free wireless optoelectronics,https://www.semanticscholar.org/paper/c489c193d30eae3489674998f7e01cbb578f914d
John A. Rogers,2113852298,10 Most Cited,Functional Materials and Devices for XR (VR/AR/MR) Applications,https://www.semanticscholar.org/paper/db1d0aacad67184415bc3e02409f0160478d6e56
John A. Rogers,2113852298,10 Most Cited,Biomedical devices go wild,https://www.semanticscholar.org/paper/24847e9cd276acbafbee4561557ace320e4f83eb
John A. Rogers,2113852298,10 Most Cited,"Wireless, soft electronics for rapid, multisensor measurements of hydration levels in healthy and diseased skin",https://www.semanticscholar.org/paper/69fccffdcd3a457d28bc25c76a82b8e9c1610b06
John A. Rogers,2113852298,10 Most Cited,"Miniaturized wireless, skin-integrated sensor networks for quantifying full-body movement behaviors and vital signs in infants",https://www.semanticscholar.org/paper/6e1f5f10d6670bb2ebd713ee3473cfcb295c18eb
John A. Rogers,2113852298,10 Most Cited,Artificial stretchable armor for skin-interfaced wearable devices and soft robotics,https://www.semanticscholar.org/paper/6dc93bd3d79cd6b1549c64adbf3b6cbfca936194
John A. Rogers,2113852298,10 Most Cited,Open thoracic surgical implantation of cardiac pacemakers in rats,https://www.semanticscholar.org/paper/63247c5da75b37c0fcab913ad045bac92047d489
John A. Rogers,2113852298,10 Most Cited,Wearable Monitoring of Joint Angle and Muscle Activity,https://www.semanticscholar.org/paper/d9e0b4911b483ebd39a7a8ffc387df628b0c7998
John A. Rogers,2113852298,10 Most Cited,"Dynamics of plosive consonants via imaging, computations, and soft electronics",https://www.semanticscholar.org/paper/79cca9a4736bc15cf139bcc966d960431592a866
John A. Rogers,2113852298,10 Most Recent,Some Recent Progress in Bioelectronics,https://www.semanticscholar.org/paper/296d6b2536ddae2eab9b94999fdfa5f9b7e4c7e8
John A. Rogers,2113852298,10 Most Recent,Remote control of muscle-driven miniature robots with battery-free wireless optoelectronics,https://www.semanticscholar.org/paper/c489c193d30eae3489674998f7e01cbb578f914d
John A. Rogers,2113852298,10 Most Recent,Open thoracic surgical implantation of cardiac pacemakers in rats,https://www.semanticscholar.org/paper/63247c5da75b37c0fcab913ad045bac92047d489
John A. Rogers,2113852298,10 Most Recent,"Dynamics of plosive consonants via imaging, computations, and soft electronics",https://www.semanticscholar.org/paper/79cca9a4736bc15cf139bcc966d960431592a866
